1.335041284083963442e-01,3.969441161003314789e-01,-1.515290724595772742e+00,-1.991273544374200233e+00,-1.926443645371190394e+00,1.430313672582282924e+00,4.819196659632824509e-01,1.570982716918013944e+00,8.940717674645036750e-01,3.038911621937360683e-02,5.129597923351950639e-01,-7.472287111568792772e-01,1.212689744814443582e+00,-9.240378201535779379e-01,-9.974833630584200028e-01,-3.611130596216067246e-01,6.458384569761835836e-01,1.746071641387759277e+00,-1.716532359580732914e+00
3.501063255861979195e-01,-1.134796689545733317e+00,2.203857445586009156e+00,-4.102106994793449091e-01,-7.418814573635353904e-01,1.029992030312873341e+00,-1.472620871125995601e+00,-1.249744708280027261e+00,-1.048679696674474471e+00,-1.992514103922862656e+00,8.317123009932539945e-01,-2.789796512110318094e+00,5.235660171364335813e-01,-1.804858730781274234e+00,-4.468649504368427672e-01,6.558704737263423290e-01,1.161033651782219289e+00,-4.944134652635959748e-01,1.585352338450775056e+00
2.673744541413544673e-01,7.179961463497733787e-01,1.241092666978261816e+00,-1.254646146245044447e+00,-6.849246387013396831e-02,1.951944145501213868e+00,-6.347361979754065908e-01,1.209476680764104278e-01,-8.667359470498484653e-01,-2.181956242959396663e-01,-2.643860830865714662e-01,-6.926134983973648573e-01,-9.203192839214581200e-01,5.688177502887726833e-01,-4.757011650162512040e-01,-8.759674626153711730e-01,-7.869365805379576750e-01,1.946750141011817981e+00,1.296776685744723601e+00
1.584159054043188686e+00,-6.220667997161840601e-01,3.809047429493240267e-01,8.084215093678663866e-01,-4.113582418629335713e-01,4.926352849572721015e-01,-7.240936702610462072e-01,-3.310032302546483951e-01,-2.299527236451109680e+00,-9.714950717187167406e-01,7.070001194786783572e-01,-5.108769709141905979e-01,-1.699584357135307533e+00,-1.033607844924238073e+00,-2.062666140964670269e+00,-4.817854320998972151e-01,-3.069465972085708705e-01,-1.849696696437745924e-01,7.966310334916134606e-01
1.087229900420726869e+00,-9.591616044067884372e-01,4.635487303024494188e-01,-2.636060540399250418e-01,6.393441510056750987e-01,1.002093035540454480e+00,-2.972378137503163820e-01,-1.084256601733575742e+00,4.078957653947853368e-01,-1.360824285401819322e+00,2.249773533994249008e-01,-3.158516219151814575e-01,1.808833043794760176e+00,-1.798247023081314400e-01,9.956975526900781193e-02,-2.141961436036753097e-01,-7.451358488309393069e-01,-4.076704824659519444e-01,9.712218872965459882e-02
-8.273295910680382725e-01,8.242554828334133221e-01,-8.502161785302986274e-01,-7.617455011579433131e-03,1.422782136105116058e+00,1.586494269140587887e+00,-9.628796464871793026e-02,-6.556031846989434086e-01,-5.517276065933006679e-01,-3.097650822353058553e-01,-1.435139164437641890e+00,1.107318023183666122e+00,-1.378327741718328170e+00,2.963492617207301172e-01,-3.743689183579016477e-01,1.230933857600648995e-01,-4.147143652957238635e-01,-1.452446978069109329e-01,4.411515094404254711e-01
-1.539134613026686305e+00,-1.301295848863072813e+00,-7.813723624589472561e-01,-1.548809142892525470e+00,-1.268847093814902349e+00,-1.257111358999250861e+00,4.903905269819915924e-01,-6.018284783322813691e-02,-3.698023411239677039e-01,-9.235193978196448716e-02,-2.048498195264066568e-01,-4.194838851907901067e-01,-8.665482509397416377e-01,9.664087914212395880e-01,6.710090218588127264e-01,-1.781845800629493215e-01,-1.133245074342899700e-01,1.143202255526545308e+00,7.054891665360627506e-01
-9.725529398477398280e-01,-5.204555896965871314e-02,-1.054219837043875119e+00,1.633912537075616456e+00,-1.961200767763738417e+00,-8.292096243878128714e-01,-1.292623057289767008e+00,-1.219277383231049949e+00,-1.925506815562028073e-01,6.666020149867468714e-01,-3.919470481584307331e-01,7.017183146541637884e-01,-2.665967143087436542e-01,2.643840736070709463e-01,-1.588860834821850254e+00,-1.285963311290988287e+00,6.651755481567849237e-01,-1.193855352676894466e+00,2.808480220683410786e-02
-8.902354740913807074e-01,3.251876525332220713e-01,9.552941685795125482e-01,-3.294208094854071400e-01,3.025722579778012539e-02,-8.971112627096354541e-02,-2.867988467211687320e-01,9.252697366899727272e-02,4.712180774723231935e-01,1.844903671588785654e-01,-1.115423348909940326e+00,-1.553069308771773294e+00,6.801129090008953826e-01,2.325365806728699469e-01,1.032344877298502217e-01,1.306738799777466875e+00,-4.882798632454528331e-02,-6.285580093071826413e-01,8.180500234129786663e-02
1.124771758082396156e+00,-8.207740162066317069e-01,-5.931458692585427350e-01,6.910112637768137667e-01,2.808622761826061742e-01,-5.344888450725903128e-01,1.863045189397863344e-02,-7.464948755140865533e-01,-1.139147532729555490e+00,1.131830802152808291e+00,4.652566201479200331e-02,2.600431726916105912e-01,-1.894945759387013817e+00,-3.064869573283346416e-01,-1.067704568123984732e+00,-2.711841896161043541e-01,-1.305664796651454518e+00,-8.837345031975908372e-01,1.041304311690126605e+00
